index,file,bbox,class,size (cm)
2345,23_04_21-B17,"[1903, 1094, 1903.6231776076725, 597.3550731329935]",Symphodus tinca M,22.55570087
2346,23_04_21-B18,"[675.1247263573941, 313, 762.8752736426059, 2309]",Symphodus tinca M,26.23725937
2347,23_04_21-B18,"[1006, 316, 1584, 518.7368645642653]",Symphodus tinca H,18.26761204
2348,23_04_21-B18,"[1431, 848, 518, 1791]",Symphodus tinca H,18.35128629
2349,23_04_21-B18,"[1933, 646.3389712239716, 635.7220222977808, 1883.6610287760284]",Symphodus tinca M,21.77358547
2350,23_04_21-B18,"[2440.988781168181, 235, 748.9906537675542, 1960.1321825495293]",Symphodus tinca H,23.86192188
2351,23_04_21-B18,"[3008.3455115626516, 350, 677.5933174213451, 1763]",Symphodus tinca H,21.10894363
2352,23_04_21-B18,"[2352, 2282, 1315.0690073655824, 410.7960367855676]",Symphodus tinca H,15.88837306
2353,25_05_21-B40,"[683.4451501112832, 2114, 1565.554849888717, 554]",Serranus scriba,18.94051477
2354,25_05_21-B40,"[1048, 1625.6176417539818, 1001, 509.38235824601816]",Serranus scriba,13.39328125
2355,25_05_21-B40,"[2050, 1932, 1200.1316807749313, 777.0759584868838]",Serranus scriba,17.16244249
2356,25_05_21-B40,"[2114, 2053.9096937944637, 419.8930957914504, 565.7645602990988]",Scorpaena porcus,8.602144807
2357,25_05_21-B40,"[2972, 1643, 586, 967.2794196529057]",Serranus scriba,13.67975441
2358,25_05_21-B40,"[2617, 366.66841115866504, 668, 876.9081957344858]",Serranus scriba,14.28757716
2359,25_05_21-B40,"[566, 487, 511, 1096]",Scorpaena porcus,14.38669468
2360,25_05_21-B40,"[559, 1026.8867530202263, 654, 1556.1132469797737]",Serranus scriba,19.0236253
2361,25_05_21-B40,"[2318, 447.13617046000456, 413.04610674017067, 1097.9858386424603]",Serranus scriba,14.68735867
2362,25_05_21-B40,"[1666.1724822426547, 934, 375.87866665888123, 781.626276150474]",Scorpaena porcus,10.48464152
2363,25_05_21-B40,"[1342.128060848866, 922, 406.51776970494984, 752.0402585117513]",Scorpaena porcus,10.50332901
2364,25_05_21-B25,"[70.53553959365232, 1941.6191807764221, 2734.519773415958, 471.3808192235779]",Sphyraena sphyraena,31.77368857
2365,25_05_21-B25,"[1057, 518.7429513237429, 895, 874.2570486762571]",Diplodus anularis,14.20867952
2366,25_05_21-B25,"[2475.728288208903, 239.59145036017733, 714.271711791097, 1024.871710126014]",Diplodus anularis,14.6238916
2367,25_05_21-B25,"[3036, 189, 579, 1600.4649244542038]",Pagellus erythrinus,20.30205398
2368,25_05_21-B25,"[2003, 780.5497213654703, 720, 1025.4502786345297]",Diplodus anularis,14.72036277
2369,25_05_21-B32,"[1250, 903, 1628.8931044219198, 470]",Pagellus acarne,21.0051123
2370,25_05_21-B32,"[1338, 1199, 1833.8372508212592, 653.2632844279565]",Pagellus acarne,23.67763253
2371,25_05_21-B32,"[1513.0301473220109, 1540.4521534916173, 1671.9698526779891, 463.5478465083827]",Pagellus acarne,21.11023197
2372,25_05_21-B32,"[1621, 1889, 1644.904536889363, 353.5754830666883]",Pagellus acarne,20.68374483
2373,25_05_21-B32,"[1431, 2117, 1885, 591.0158129792708]",Pagellus acarne,24.22931292
2374,25_05_21-B30,"[130, 1212.1300811628782, 3728.0078727670484, 509.49619444596556]",Sphyraena sphyraena,64.12981216
2375,25_05_21-B9,"[744, 1870.691850666634, 1212, 856.3644958375442]",Spicara maena,17.06578025
2376,25_05_21-B9,"[1616.758366218422, 1393.3031277197533, 815.241633781578, 971.3502525192507]",Spicara maena,14.70785157
2377,25_05_21-B9,"[1146, 1009, 1039.1303697379344, 1139.3842855502667]",Spicara maena,17.76013274
2378,25_05_21-B9,"[2485, 1345.4485078584437, 292.7192517487392, 1226.5514921415563]",Spicara maena,15.38738762
2379,25_05_21-B9,"[581.9271560682541, 1548.01206767781, 1083.990858527427, 637.9879323221901]",Spicara maena,14.55958546
2380,25_05_21-B9,"[1378.1846369352024, 227.49142903143434, 396.81536306479757, 1293.638774765612]",Spicara maena,16.55493346
2381,25_05_21-B9,"[2066.5584426166756, 404.05376096344315, 615.9760094069379, 1120.9462390365568]",Spicara maena,16.18471999
2382,25_05_21-B9,"[3027.670570530068, 642.296107227622, 436.32942946993217, 1256.703892772378]",Spicara maena,16.91010078
2383,25_05_21-B33,"[807, 915.9195505926995, 474.22264352909974, 1749.4419450999353]",Pagellus acarne,20.37549141
2384,25_05_21-B33,"[1242, 999.1060912582955, 359, 1552.8939087417045]",Pagellus acarne,18.08193389
2385,25_05_21-B33,"[1587, 990.5050883105525, 366.05887981630053, 1509.4949116894475]",Pagellus acarne,17.90180746
2386,25_05_21-B33,"[1880.5098029346475, 971.4073958370517, 331.4901970653525, 1495.9703504098316]",Pagellus acarne,18.24470289
2387,25_05_21-B33,"[2153, 902, 378.94526435489024, 1559]",Pagellus acarne,18.88131567
2388,25_05_21-B14,"[2308, 1486, 376, 1296]",Spicara maena,16.34022507
2389,25_05_21-B14,"[538.3680935658028, 544, 338.63190643419716, 1389.7071245323114]",Spicara maena,17.36224885
2390,25_05_21-B14,"[983, 640, 709.5796769017809, 979.4213484005363]",Diplodus anularis,14.35100874
2391,25_05_21-B14,"[873, 554, 640.4004697128014, 960.9951603331983]",Diplodus anularis,13.8480007
2392,25_05_21-B14,"[2592, 634, 894.0203454741381, 873.1453825122978]",Spicara maena,15.7894788
2393,25_05_21-B14,"[2686, 883.506081715641, 327, 1124.2973613449026]",Spicara maena,14.78405226
2394,25_05_21-B14,"[2285.553194299119, 668, 293.162374911959, 1154]",Spicara maena,15.21092909
2395,25_05_21-B7,"[480.1396035022792, 213, 1473.9333121085683, 625.6347254907761]",Spicara maena,19.09788863
2396,25_05_21-B7,"[768.2890413221514, 1032.0017649337922, 386.71095867784857, 1379.9982350662078]",Spicara maena,17.70694715
2397,25_05_21-B7,"[988, 1390.4150238799389, 556, 1257.5849761200611]",Spicara maena,16.662536
2398,25_05_21-B7,"[2654.0266945016047, 295.2984327593742, 927.7947939639121, 953.1344647095534]",Spicara maena,16.19796368
2399,25_05_21-B7,"[2499.87990701534, 291.5403501615279, 835.12009298466, 811.4596498384722]",Spicara maena,14.64472528
2400,25_05_21-B7,"[2147.6816703373156, 219.20010544254131, 833.689210436833, 863.7998945574586]",Spicara maena,13.86332881
2401,25_05_21-B7,"[3319, 632, 317, 1290.0042597025174]",Spicara maena,16.03081796
2402,25_05_21-B7,"[2143, 2309, 1298.6323374531707, 310]",Spicara maena,15.90836347
2403,25_05_21-B7,"[2352.950443075626, 2072.3100449613667, 1178.3744300979597, 292.9751430606166]",Spicara maena,14.63251299
2404,25_05_21-B7,"[2457.620167345417, 933, 723.8861676449851, 1252.0151391210602]",Spicara maena,17.17191713
2405,25_05_21-B7,"[1998, 632.4962771271325, 414, 1298.5037228728675]",Spicara maena,16.77716438
2406,25_05_21-B7,"[1572, 582.3577748949334, 585, 1312.3147467671965]",Spicara maena,17.57925789
2407,25_05_21-B7,"[1110.871917312512, 881.6324920302312, 786.1280826874879, 1394.3675079697687]",Spicara maena,19.63453902
2408,25_05_21-B36,"[672, 1342.184882558146, 400.8505372375639, 1403.3047571668312]",Mullus barbatus,16.6123211
2409,25_05_21-B36,"[931, 1516.3596009953383, 345, 1372.6403990046617]",Mullus barbatus,17.04885162
2410,25_05_21-B36,"[931, 953.9647916757076, 734, 1397.0352083242924]",Mullus barbatus,18.17031421
2411,25_05_21-B36,"[1326, 1336.50836673355, 739.1812168621218, 1258.49163326645]",Mullus barbatus,17.31239978
2412,25_05_21-B36,"[1269, 430.7849173697156, 365.21121145735424, 1281.2150826302845]",Mullus barbatus,16.41127324
2413,25_05_21-B36,"[1454, 159.75484321477663, 491.81447955101635, 1034.1552285729485]",Mullus barbatus,14.66661523
2414,25_05_21-B36,"[1586, 1106.182970902954, 620, 1320.1147541754895]",Mullus barbatus,17.38603078
2415,25_05_21-B36,"[1937, 997, 256.5769726061735, 1298]",Mullus barbatus,16.57680623
2416,25_05_21-B36,"[2192, 825, 263, 1263.1291927585735]",Mullus barbatus,16.35059468
2417,25_05_21-B36,"[2299, 1421.1989378653263, 284.8610705760793, 1244.8010621346737]",Mullus barbatus,16.16806642
2418,25_05_21-B36,"[2519.1028477661725, 1067.822320494146, 344.89715223382746, 1353.1913907986182]",Mullus barbatus,16.86306357
2419,25_05_21-B36,"[2855, 1338, 274, 1409]",Mullus barbatus,17.78430236
2420,25_05_21-B36,"[3043, 1008, 343, 1418.9757087247062]",Mullus barbatus,18.84547976
2421,25_05_21-B27,"[1884, 639.693567907152, 626, 1783.9932730066148]",Pagellus acarne,22.50769594
2422,25_05_21-B27,"[973, 222, 1624.7259006567228, 592]",Pagellus acarne,20.72825017
2423,25_05_21-B3,"[535, 644, 734, 2052.514142010755]",Pagrus pagrus,24.50001178
2424,25_05_21-B3,"[1253, 278.83775742302913, 626.233726899465, 1974.1622425769708]",Pagrus pagrus,24.27837405
2425,25_05_21-B3,"[1737.7618927588046, 898, 833.9440915764758, 1954.0753831649158]",Pagrus pagrus,24.41151933
2426,25_05_21-B3,"[2229, 634.4377479116192, 637, 1723.2422913604505]",Pagrus pagrus,21.82806646
2427,25_05_21-B3,"[2919, 348.1849866945658, 635, 1941.4244513952904]",Pagrus pagrus,1.848189248
2428,25_05_21-B19,"[3016, 233.99395738994403, 497, 1600.3500397767455]",Symphodus tinca H,21.86522131
2429,25_05_21-B19,"[1984.2458621090811, 299.7264746126246, 466.75413789091886, 1558.100715540981]",Symphodus tinca H,20.96238878
2430,25_05_21-B19,"[683, 236, 526, 1962]",Symphodus tinca M,24.30359704
2431,25_05_21-B37,"[1339, 1871.6139732150568, 1731.5104932676113, 823.3860267849432]",Pagellus erythrinus,22.44838433
2432,25_05_21-B37,"[3080, 909, 391.76055541794267, 1255.531072752371]",Symphodus tinca M,16.64177186
2433,25_05_21-B37,"[2253, 574, 565, 1051]",Pagellus acarne,14.2922774
2434,25_05_21-B37,"[703, 440, 1142, 374]",Symphodus tinca H,14.25231466
2435,25_05_21-B37,"[1267, 366.3884547898558, 768.903904274998, 971.763027446448]",Symphodus tinca H,14.95936073
2436,25_05_21-B37,"[1579, 500, 570, 1749]",Symphodus tinca M,22.22858453
2437,25_05_21-B1,"[1138, 273, 1349.1798384897238, 449.03577796404]",Mullus barbatus,16.50908738
2438,25_05_21-B1,"[1545, 604.2248386759644, 1253.6229091045643, 622.362702832071]",Mullus barbatus,16.17457832
2439,25_05_21-B1,"[3091, 1145, 365, 1451]",Mullus barbatus,17.93459323
2440,25_05_21-B1,"[2825, 1032.4267686907938, 474, 1451.5852294325687]",Mullus barbatus,17.48791962
2441,25_05_21-B1,"[2281, 2583.3596956887795, 1287, 259.23905988106117]",Mullus barbatus,15.76294577
2442,25_05_21-B1,"[796, 2558, 1426, 359]",Mullus barbatus,15.64690995
2443,25_05_21-B1,"[1398.8106026635462, 1293.557422588739, 626.1893973364538, 1089.8758915006383]",Mullus barbatus,14.31206776
2444,25_05_21-B1,"[1355.8851590915883, 1131.3808960388485, 1262.9758241013765, 863.6191039611515]",Mullus barbatus,17.53992344
2445,25_05_21-B1,"[2145, 1137, 1154.0724726167596, 837.7381415281668]",Mullus barbatus,16.51111664
2446,25_05_21-B1,"[545.7184394507249, 2111, 1295.4976677595378, 580]",Mullus barbatus,15.62735559
2447,25_05_21-B1,"[2474.2597946708815, 1407.4557932190887, 500.1105390581697, 1201.5442067809113]",Mullus barbatus,15.04778847
2448,25_05_21-B11,"[2409.6136735317195, 2275, 1315.7955666880143, 318]",Spicara maena,17.75969476
2449,25_05_21-B11,"[3075, 665, 532, 1737.813167311525]",Pagellus erythrinus,22.10946913
2450,25_05_21-B11,"[768.7136049715888, 1854, 1139.2863950284113, 387]",Diplodus anularis,14.0292599
2451,25_05_21-B11,"[1571.044935746538, 793.6898846974696, 557.6724057120794, 1312.9715699641893]",Pagrus pagrus,16.76424449
2452,25_05_21-B11,"[1680, 292, 1568, 626]",Pagellus erythrinus,20.76335692
2453,25_05_21-B21,"[2365.0239920627027, 466, 721.9760079372973, 2059]",Symphodus tinca M,26.74597905
2454,25_05_21-B21,"[1767, 424, 596.1889356801166, 1974.080063803854]",Symphodus tinca H,25.04195325
2455,25_05_21-B2,"[774.9009638976644, 1192.4538171474312, 554.2080453102109, 1206.2167378561287]",Mullus barbatus,15.92189274
2456,25_05_21-B2,"[1226, 1157.6102062630885, 290, 1205.962079747329]",Mullus barbatus,15.29494648
2457,25_05_21-B2,"[955.3663525418615, 688.6782151358353, 900.9337281840697, 879.1726593888433]",Mullus barbatus,14.6554422
2458,25_05_21-B2,"[1978, 1307.7231449383794, 361, 1411.66029498739]",Mullus barbatus,17.43288968
2459,25_05_21-B2,"[2330.5383833598553, 1373, 450.55543208247855, 1299]",Mullus barbatus,17.21739385
2460,25_05_21-B2,"[2656.401788044198, 1214, 256.59821195580207, 1144.5665127611292]",Mullus barbatus,14.7895483
2461,25_05_21-B2,"[2855, 1384, 275, 1341.0647563521848]",Mullus barbatus,17.30112989
2462,25_05_21-B31,"[3051, 785.347009841973, 301, 1413.652990158027]",Mullus barbatus,19.12086781
2463,25_05_21-B31,"[2775, 709, 308.11074313233576, 1518]",Mullus barbatus,19.8632606
2464,25_05_21-B31,"[2488.8929544030084, 670.0131030778373, 307.1070455969916, 1519.9868969221627]",Mullus barbatus,20.23581537
2465,25_05_21-B31,"[2164, 629.2070458975326, 415, 1528.7929541024673]",Mullus barbatus,20.30676908
2466,25_05_21-B31,"[1831, 662.9214719021944, 586, 1578.464077201249]",Mullus barbatus,20.99080323
2467,25_05_21-B31,"[1442, 583.6399308521452, 721, 1842.876435886308]",Mullus barbatus,24.36733746
2468,25_05_21-B31,"[989, 562.3033633717664, 723.6565906607773, 2296.5235754441806]",Mullus barbatus,30.09208884
2469,25_05_21-B31,"[577, 507.34868125308395, 661.3079932375979, 1884.651318746916]",Mullus barbatus,23.47882972
2470,25_05_21-B12,"[400.2602960088853, 854.2730748432913, 1464.514983105757, 723.1393723442228]",Spicara maena,19.57515035
2471,25_05_21-B12,"[833, 567, 1601.6461064766786, 856.7451353225965]",Symphodus tinca H,22.12503797
2472,25_05_21-B12,"[2682.651564432532, 1230.7287779756223, 730.5109053800634, 724.3265141188165]",Diplodus anularis,12.94901622
2473,25_05_21-B12,"[2758.856369795096, 725, 999.9811812484277, 1284.3382937989309]",Spicara maena,19.83979306
2474,25_05_21-B6,"[636, 720.1636064966107, 596, 1705.544153959198]",Pagrus pagrus,20.72373306
2475,25_05_21-B6,"[1346, 602, 621, 1983]",Pagrus pagrus,24.89335273
2476,25_05_21-B6,"[1758, 636.705058102294, 664, 1688.7433745934782]",Pagrus pagrus,21.2268714
2477,25_05_21-B6,"[2230, 651.2645533996731, 617.0993976499276, 1778.494544756615]",Pagellus erythrinus,21.27127818
2478,25_05_21-B6,"[2789, 414.8877071807259, 609.0587058590509, 1720.112292819274]",Pagrus pagrus,22.12648408
2479,25_05_21-B6,"[3071, 1070, 526, 1572.4518093479073]",Pagrus pagrus,19.87281235
2480,25_05_21-B4,"[642.5778498617221, 266.361957715744, 3153.91698508458, 742.638042284256]",Sphyraena sphyraena,47.68783111
2481,25_05_21-B13,"[1240, 464, 457, 1174]",Diplodus anularis,14.4534198
2482,25_05_21-B13,"[653, 1474.9181479115766, 946, 576.0818520884234]",Diplodus anularis,12.35956414
2483,25_05_21-B13,"[647, 1126.7739409774845, 1076.0321243830167, 1005.2079315482524]",Spicara maena,17.07889812
2484,25_05_21-B13,"[1366, 2235, 1220.0571334890324, 468.52531193440745]",Spicara maena,14.52832546
2485,25_05_21-B13,"[1495, 1611.8586070307003, 903.1943008474968, 678.1413929692997]",Diplodus anularis,12.45472093
2486,25_05_21-B13,"[1667, 316.2037950509972, 321, 1267.9001084331107]",Spicara maena,15.72605584
2487,25_05_21-B13,"[2113, 1031.2197979210305, 1493.5450561070766, 902.6773921925571]",Spicara maena,19.47343781
2488,25_05_21-B13,"[2280.0943110924795, 1377.3200404518097, 1151.828326974991, 1165.6106971457725]",Spicara maena,17.48567385
2489,25_05_21-B13,"[3274.2064769089097, 733.8255161497302, 425.79352309109026, 1454.759498430072]",Spicara maena,17.66394563
2490,25_05_21-B13,"[2319.443542355512, 328.17005556206544, 264.5564576444881, 885.0956428365691]",Spicara maena,11.19831058
2491,25_05_21-B24,"[570, 308, 1455.7312563038395, 1419]",Symphodus tinca H,24.53637651
2492,25_05_21-B24,"[1276.4205680644147, 302.5688814730675, 1726.5794319355853, 574.4311185269326]",Symphodus tinca H,21.98845001
2493,25_05_21-B24,"[3027, 791, 484.78301570521853, 1815]",Symphodus tinca H,23.04986684
2494,25_05_21-B35,"[787, 284.53536681795606, 380, 1205.448716579001]",Mullus barbatus,16.42002386
2495,25_05_21-B35,"[864, 1055.6632774980635, 485, 1388.3367225019365]",Mullus barbatus,18.09644414
2496,25_05_21-B35,"[1162, 1000.85626925442, 363, 1421.5502647627945]",Mullus barbatus,18.40370753
2497,25_05_21-B35,"[1431.7440282668952, 396.7046301650801, 342.25597173310484, 1415.828252533143]",Mullus barbatus,19.084296
2498,25_05_21-B35,"[1846.139098835238, 158, 738.860901164762, 1445.853967162006]",Mullus barbatus,20.6948128
2499,25_05_21-B35,"[1859, 936.0621302269624, 573, 1492.5181367208988]",Mullus barbatus,20.19092224
2500,25_05_21-B35,"[2444, 351.7441436515894, 315, 1443.1482891842772]",Mullus barbatus,19.65542713
2501,25_05_21-B35,"[2231, 1058, 327.03483332705537, 1510.92144568626]",Mullus barbatus,19.69852144
2502,25_05_21-B35,"[2551, 977, 465, 1551.7074037781576]",Mullus barbatus,20.52922792
2503,25_05_21-B35,"[2886, 1049, 321, 1425.7410703665869]",Mullus barbatus,18.71741178
2504,25_05_21-B35,"[3173, 1041, 310.4727583337758, 1500.2152696407766]",Mullus barbatus,19.9655078
2505,25_05_21-B15,"[2369.9107741115035, 2078, 1325.5225830689642, 560]",Pagrus pagrus,17.73542073
2506,25_05_21-B15,"[1207, 2158.4099842438704, 854.5008165791787, 353.59001575612956]",Scorpaena porcus,10.58708492
2507,25_05_21-B15,"[1462.8824818556875, 1958.4804617225725, 771.8209998317213, 319.4553696593914]",Scorpaena porcus,9.625550782
2508,25_05_21-B15,"[680, 1227, 1343, 443]",Serranus scriba,16.28967752
2509,25_05_21-B15,"[1510.060501720223, 513, 1025.849682530423, 564.3670669391304]",Diplodus anularis,14.30665632
2510,25_05_21-B16,"[770, 444, 898.0868790281779, 677]",Diplodus anularis,13.23059173
2511,25_05_21-B16,"[943, 76.04292243304448, 543, 1140.7785891678157]",Diplodus anularis,15.24797099
2512,25_05_21-B16,"[1637, 931.1326822923353, 391.3851372166969, 1258.8673177076648]",Diplodus anularis,15.98251359
2513,25_05_21-B16,"[2452.2938515533906, 583.1957944731473, 397.7061484466094, 1135.0514659309308]",Diplodus anularis,14.7396627
2514,25_05_21-B16,"[2648, 1473.7208624075547, 346, 1215.2791375924453]",Spicara maena,15.27204307
2515,25_05_21-B16,"[3134, 898.4710134041048, 427, 1445.5289865958953]",Spicara maena,19.18481166
2516,25_05_21-B22,"[627.9015002897842, 773.8970036633652, 838.0984997102158, 2058.3895258986377]",Symphodus tinca M,26.53108343
2517,25_05_21-B22,"[1427, 87.30080485669369, 682, 1869.8738273437214]",Symphodus tinca H,25.5043492
2518,25_05_21-B22,"[2295, 547, 761, 1799]",Symphodus tinca M,24.89179977
2519,25_05_21-B22,"[2898, 248.9185361122214, 733, 1800.634794236145]",Symphodus tinca H,25.09999631
2520,25_05_21-B38,"[2475, 403, 502, 949]",Sepia officinalis,7.201691583
2521,25_05_21-B38,"[3046, 386, 413.5950143252867, 1040]",Sepia officinalis,8.981262677
2522,25_05_21-B23,"[474.91618259200527, 668, 1179.5937370748134, 1493]",Symphodus tinca M,22.8492597
2523,25_05_21-B23,"[1810.3857734280298, 317.97972889650964, 1724.218367678556, 1391.5525469403365]",Symphodus tinca M,27.28440951
2524,25_05_21-B23,"[1807, 487, 570.3445227897146, 1722.9113423866665]",Symphodus tinca H,23.40000228
2525,25_05_21-B10,"[1991.9931310533138, 422.42383298656864, 1271.0413589736254, 385.3665678725017]",Spicara maena,16.14718444
2526,25_05_21-B10,"[1385.4058895103863, 240.85711227046673, 1106.5941104896137, 571.1428877295333]",Spicara maena,14.80477343
2527,25_05_21-B10,"[2969, 772.3019635464414, 329.9405790315345, 1213.377319131887]",Spicara maena,15.57904328
2528,25_05_21-B10,"[2700.590514170089, 1288.4353716440692, 384.40948582991086, 1205.5646283559308]",Spicara maena,14.99284011
2529,25_05_21-B10,"[2262, 1084, 664.714555626761, 952.2975182660666]",Spicara maena,14.13849555
2530,25_05_21-B10,"[1575.0228863504467, 822.5493936879144, 1034.9771136495533, 1162.047921140876]",Spicara maena,18.13585459
2531,25_05_21-B10,"[1600.2534141958147, 1493.5147026675143, 466.7465858041853, 1168.4852973324857]",Spicara maena,14.29153617
2532,25_05_21-B10,"[1077.563100866106, 1405.7921627296314, 686.436899133894, 1313.6019979893053]",Spicara maena,16.5772982
2533,25_05_21-B10,"[967.7092610991291, 338, 301.2907389008709, 1311.767397622106]",Spicara maena,16.08558522
2534,25_05_21-B10,"[1564.5003398969561, 1829.0966852981576, 779.4996601030439, 971.9033147018424]",Spicara maena,14.34128551
2535,25_05_21-B10,"[510, 194.812386552987, 568.5294750843768, 1292.3245687194767]",Spicara maena,16.45297223
2536,25_05_21-B10,"[526.1334045660718, 779, 359.8665954339282, 1121.2480765006098]",Spicara maena,13.77001141
2537,25_05_21-B8,"[2624.1104522029755, 526, 886.1694786818371, 1153.748014862101]",Spicara maena,17.52122783
2538,25_05_21-B8,"[2627.0843454186625, 1040.1385779520497, 401.91565458133755, 1415.3474021350835]",Spicara maena,18.12782292
2539,25_05_21-B8,"[2465.017623135718, 2124.244122943481, 1031.4695498712504, 441.7558770565188]",Spicara maena,13.41063399
2540,25_05_21-B8,"[1771.14818163616, 1291, 937.9064652023269, 1062.117261362781]",Spicara maena,16.87186606
2541,25_05_21-B8,"[1359.537767560425, 1219.4919929168063, 1166.1884021607684, 470.50800708319366]",Spicara maena,15.26503974
2542,25_05_21-B8,"[853, 1990.8375510164192, 1080.543516808648, 744.1624489835808]",Spicara maena,16.26860403
2543,25_05_21-B8,"[1167.0161039360553, 411, 1263.4063277733228, 718]",Spicara maena,16.68744745
2544,25_05_21-B8,"[1335, 1013.4644536459915, 1122.4972127490123, 573.2567847712247]",Spicara maena,14.70485622
2545,25_05_21-B8,"[532.5983650836783, 452.6332354984948, 1602.9464027105496, 758.0865225807963]",Spicara maena,19.84538895
2546,25_05_21-B26,"[543, 366, 564, 1843.968988525878]",Symphodus tinca M,22.54696221
2547,25_05_21-B26,"[618, 187.83694666499875, 1252.9850276210993, 402.0127189787821]",Symphodus tinca H,15.30965542
2548,25_05_21-B26,"[1904.1409418484511, 643.8916349857077, 938.4057012761784, 1180.1083650142923]",Symphodus tinca M,18.0392559
2549,25_05_21-B26,"[2483, 313.3516685534607, 921.4416750622377, 1295.1710291760469]",Symphodus tinca H,19.74326328
2550,25_05_21-B26,"[1878, 2197, 1576.0716938272612, 575]",Symphodus tinca M,19.23626962
2551,25_05_21-B18,"[2748, 2306.347370929397, 890.2094740027151, 437.87872215729385]",Sepia officinalis,5.872869711
2552,25_05_21-B18,"[1174, 2294.1425178788913, 968, 461.85748212110866]",Sepia officinalis,6.638634827
2553,25_05_21-B18,"[590, 1661, 1264, 657]",Sepia officinalis,9.018633352
2554,25_05_21-B18,"[466.06461799026806, 1274, 893.9353820097319, 496.63034789030417]",Sepia officinalis,5.834558297
2555,25_05_21-B18,"[465, 698, 1337, 630.1686085185038]",Sepia officinalis,8.172825636
2556,25_05_21-B18,"[1330, 375, 817, 471]",Sepia officinalis,6.312600988
2557,25_05_21-B18,"[2242, 276, 1050, 436]",Sepia officinalis,7.362759722
2558,25_05_21-B18,"[2334, 663, 796, 447.6535882647431]",Sepia officinalis,6.085794096
2559,25_05_21-B18,"[1932, 695, 725, 436]",Sepia officinalis,5.76805611
2560,25_05_21-B18,"[1919, 1074, 811, 373]",Sepia officinalis,5.978897856
2561,25_05_21-B18,"[2737, 972, 651, 976]",Sepia officinalis,7.945554458
2562,25_05_21-B18,"[2535, 1400, 421, 635]",Sepia officinalis,4.757480031
2563,25_05_21-B18,"[1093, 1162, 1231.384970780185, 579]",Sepia officinalis,9.148908221
2564,25_05_21-B18,"[2078.6882409111377, 1441, 506.31175908886235, 1275]",Sepia officinalis,8.361605193
2565,25_05_21-B28,"[1729.373595204452, 550.2985914359343, 785.0264049871832, 917.7014085640657]",Scorpaena porcus,17.79004056
2566,25_05_21-B28,"[699.2521449486578, 552.6404564662776, 594.1337771787992, 1090.5810685905824]",Pagellus acarne,17.07582007
2567,25_05_21-B28,"[661, 1514.9136533830808, 1214.3722811348973, 533.362266318504]",Pagellus acarne,17.63783282
2568,25_05_21-B28,"[745.3784130193028, 1624.4577307432176, 1068.7257596110842, 877.5422692567824]",Pagellus acarne,18.07892944
2569,25_05_21-B28,"[968, 2252, 1338.481211882171, 349]",Pagellus acarne,18.47777322
2570,25_05_21-B28,"[1396.2876261417343, 1353.7019743140565, 1187.7123738582657, 780.6402752561432]",Pagellus acarne,19.10319236
2571,25_05_21-B28,"[2477.9874438844067, 1245.2160559319875, 317.01255611559327, 1306.7987211599618]",Pagellus acarne,18.9092195
2572,25_05_21-B28,"[2735, 1209.8968214676395, 408.13684291499976, 1395.41657439281]",Pagellus acarne,20.51842548
2573,27_04_21-B20,"[3176, 516.17324251558, 529.6956198833891, 1401.8267574844199]",Mullus barbatus,19.43878535
2574,27_04_21-B20,"[2714, 1032.1102051745725, 481.13294142610675, 1478.8897948254275]",Mullus barbatus,19.43999562
2575,27_04_21-B20,"[2422.578962386542, 770.0662747736135, 479.5011133131825, 1444.9337252263865]",Mullus barbatus,18.48985203
2576,27_04_21-B20,"[2032, 915.3953022468919, 727.9443627942942, 1529.9776268358087]",Mullus barbatus,20.14038868
2577,27_04_21-B20,"[1678, 1118, 622.4369449152991, 1295]",Mullus barbatus,18.06303015
2578,27_04_21-B20,"[1112, 538.0633993436849, 645.6604376886571, 1457.5485531402169]",Mullus barbatus,18.15124123
2579,27_04_21-B20,"[1074.2838341316938, 867, 600.9845314093957, 1319]",Mullus barbatus,17.86367022
2580,27_04_21-B20,"[824, 929, 315.4930507475174, 1517]",Mullus barbatus,18.84693098
2581,27_04_21-B20,"[937, 328.74886909846094, 1464.3560526941737, 578.6199567534959]",Mullus barbatus,19.61408953
2582,27_04_21-B20,"[1976.938395964877, 167, 1146.8034511651833, 650]",Mullus barbatus,16.79652631
2583,27_04_21-B7,"[798.2615751068039, 2348, 1354.9099227723377, 468]",Diplodus anularis,15.46391426
2584,27_04_21-B7,"[1217.1930109389803, 1950, 1209.8101005634182, 492.3486455549505]",Diplodus anularis,14.18456125
2585,27_04_21-B7,"[679, 362, 1005, 766.4884316500945]",Diplodus anularis,14.29521212
2586,27_04_21-B7,"[1522.8079013457082, 363.12673175390177, 1067.1920986542918, 478.87326824609823]",Diplodus anularis,13.1265646
2587,27_04_21-B7,"[1792.4587586660323, 466, 976.5412413339677, 750.2079934939318]",Diplodus anularis,14.04616517
2588,27_04_21-B7,"[2596.0782638158967, 1521.1859458260863, 982.8477970583949, 377.69640093947373]",Diplodus anularis,12.44916474
2589,27_04_21-B7,"[2502.101116780221, 1868.701836666857, 1081.1064097627823, 394.29816333314307]",Diplodus anularis,13.77842003
2590,27_04_21-B7,"[2722.009443637803, 2214, 812.5711409428004, 807.5405396760839]",Diplodus anularis,13.15024458
